,Fault Code,Device #,Wire #,"Custom
Text",Fault Text,Extended Description,PLC Tag,HMI Display,HMI,,,"Fault Tested
Initials & Date"
,F097,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.00",,Imaging.Input.On_Flt.00,"F097   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.00",Imaging.Input.On_Flt,1,,
,F098,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.01",,Imaging.Input.On_Flt.01,"F098   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.01",Imaging.Input.On_Flt,2,,
,F099,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.02",,Imaging.Input.On_Flt.02,"F099   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.02",Imaging.Input.On_Flt,3,,
,F100,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.03",,Imaging.Input.On_Flt.03,"F100   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.03",Imaging.Input.On_Flt,4,,
,F101,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.04",,Imaging.Input.On_Flt.04,"F101   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.04",Imaging.Input.On_Flt,5,,
,F102,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.05",,Imaging.Input.On_Flt.05,"F102   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.05",Imaging.Input.On_Flt,6,,
,F103,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.06",,Imaging.Input.On_Flt.06,"F103   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.06",Imaging.Input.On_Flt,7,,
,F104,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.07",,Imaging.Input.On_Flt.07,"F104   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.07",Imaging.Input.On_Flt,8,,
,F105,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.08",,Imaging.Input.On_Flt.08,"F105   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.08",Imaging.Input.On_Flt,9,,
,F106,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.09",,Imaging.Input.On_Flt.09,"F106   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.09",Imaging.Input.On_Flt,10,,
,F107,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.10",,Imaging.Input.On_Flt.10,"F107   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.10",Imaging.Input.On_Flt,11,,
,F108,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.11",,Imaging.Input.On_Flt.11,"F108   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.11",Imaging.Input.On_Flt,12,,
,F109,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.12",,Imaging.Input.On_Flt.12,"F109   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.12",Imaging.Input.On_Flt,13,,
,F110,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.13",,Imaging.Input.On_Flt.13,"F110   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.13",Imaging.Input.On_Flt,14,,
,F111,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.14",,Imaging.Input.On_Flt.14,"F111   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.14",Imaging.Input.On_Flt,15,,
,F112,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.15",,Imaging.Input.On_Flt.15,"F112   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.15",Imaging.Input.On_Flt,16,,
,F113,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.16",,Imaging.Input.On_Flt.16,"F113   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.16",Imaging.Input.On_Flt,17,,
,F114,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.17",,Imaging.Input.On_Flt.17,"F114   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.17",Imaging.Input.On_Flt,18,,
,F115,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.18",,Imaging.Input.On_Flt.18,"F115   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.18",Imaging.Input.On_Flt,19,,
,F116,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.19",,Imaging.Input.On_Flt.19,"F116   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.19",Imaging.Input.On_Flt,20,,
,F117,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.20",,Imaging.Input.On_Flt.20,"F117   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.20",Imaging.Input.On_Flt,21,,
,F118,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.21",,Imaging.Input.On_Flt.21,"F118   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.21",Imaging.Input.On_Flt,22,,
,F119,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.22",,Imaging.Input.On_Flt.22,"F119   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.22",Imaging.Input.On_Flt,23,,
,F120,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.23",,Imaging.Input.On_Flt.23,"F120   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.23",Imaging.Input.On_Flt,24,,
,F121,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.24",,Imaging.Input.On_Flt.24,"F121   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.24",Imaging.Input.On_Flt,25,,
,F122,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.25",,Imaging.Input.On_Flt.25,"F122   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.25",Imaging.Input.On_Flt,26,,
,F123,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.26",,Imaging.Input.On_Flt.26,"F123   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.26",Imaging.Input.On_Flt,27,,
,F124,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.27",,Imaging.Input.On_Flt.27,"F124   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.27",Imaging.Input.On_Flt,28,,
,F125,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.28",,Imaging.Input.On_Flt.28,"F125   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.28",Imaging.Input.On_Flt,29,,
,F126,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.29",,Imaging.Input.On_Flt.29,"F126   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.29",Imaging.Input.On_Flt,30,,
,F127,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.30",,Imaging.Input.On_Flt.30,"F127   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.30",Imaging.Input.On_Flt,31,,
,F128,,,,"Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.31",,Imaging.Input.On_Flt.31,"F128   Spare Fault Message
PLC Tag: Imaging.Input.On_Flt.31",Imaging.Input.On_Flt,32,,
"Cnvr

Conveyors",,,,,,,,,,,,
,F129,G1a-1,,IP Address: 10.0.1.8,"Conveyor 1 (Top)
Should Not Be Running",The PLC is expecting the conveyor to be stopped but the VFD controller indicated that it is currently running.,Cnvr.Input.Off_Flt.0,"F129   Conveyor 1 (Top)
Should Not Be Running
Device G1a-1     IP Address: 10.0.1.8",Cnvr.Input.Off_Flt,1,,
,F130,E1d-1,7308,,"Conveyor 1 (Top)
Encoder Fault - No Pulses Detected","No encoder pulses detected within a specified time period. Check the following:
- Ensure the encoder is not damaged and the shaft is spinning with the drive shaft.
- Inspect the wiring for damage.
- Circuit breaker for encoders is in the on position",Cnvr.Input.Off_Flt.1,"F130   Conveyor 1 (Top)
Encoder Fault - No Pulses Detected
Device E1d-1     Wire # 7308",Cnvr.Input.Off_Flt,2,,
,F131,G1a-1,,IP Address: 10.0.1.8,"Conveyor 1 (Top) VFD
Communication Error","The PLC is reporting a communication error with the VFD controller. Check the following:
- Ensure the VFD is powered on and does not have any faults (F073 is ok)
- Ethernet connection between the VFD and PLC
- Check that there is no other devices on the network with the same IP address
- Power cycle the VFD controller.",Cnvr.Input.Off_Flt.2,"F131   Conveyor 1 (Top) VFD
Communication Error
Device G1a-1     IP Address: 10.0.1.8",Cnvr.Input.Off_Flt,3,,
,F132,G1a-1,,IP Address: 10.0.1.8,"Conveyor 1 (Top) VFD
Faulted",VFD is reporting a fault to the PLC. Open the Automation Enclosure and check the fault code on the VFD's display. Consult the VFD manufacturer's manual for more details regarding the fault code.,Cnvr.Input.Off_Flt.3,"F132   Conveyor 1 (Top) VFD
Faulted
Device G1a-1     IP Address: 10.0.1.8",Cnvr.Input.Off_Flt,4,,
,F133,G1a-2,,IP Address: 10.0.1.9,"Conveyor 2 (Middle)
Should Not Be Running",The PLC is expecting the conveyor to be stopped but the VFD controller indicated that it is currently running.,Cnvr.Input.Off_Flt.4,"F133   Conveyor 2 (Middle)
Should Not Be Running
Device G1a-2     IP Address: 10.0.1.9",Cnvr.Input.Off_Flt,5,,
,F134,E1d-2,7398,,"Conveyor 2 (Middle)
Encoder Fault - No Pulses Detected","No encoder pulses detected within a specified time period. Check the following:
- Ensure the encoder is not damaged and the shaft is spinning with the drive shaft.
- Inspect the wiring for damage.
- Circuit breaker for encoders is in the on position",Cnvr.Input.Off_Flt.5,"F134   Conveyor 2 (Middle)
Encoder Fault - No Pulses Detected
Device E1d-2     Wire # 7398",Cnvr.Input.Off_Flt,6,,
,F135,G1a-2,,IP Address: 10.0.1.9,"Conveyor 2 (Middle) VFD
Communication Error","The PLC is reporting a communication error with the VFD controller. Check the following:
- Ensure the VFD is powered on and does not have any faults (F073 is ok)
- Ethernet connection between the VFD and PLC
- Check that there is no other devices on the network with the same IP address
- Power cycle the VFD controller.",Cnvr.Input.Off_Flt.6,"F135   Conveyor 2 (Middle) VFD
Communication Error
Device G1a-2     IP Address: 10.0.1.9",Cnvr.Input.Off_Flt,7,,
,F136,G1a-2,,IP Address: 10.0.1.9,"Conveyor 2 (Middle) VFD
Faulted",VFD is reporting a fault to the PLC. Open the Automation Enclosure and check the fault code on the VFD's display. Consult the VFD manufacturer's manual for more details regarding the fault code.,Cnvr.Input.Off_Flt.7,"F136   Conveyor 2 (Middle) VFD
Faulted
Device G1a-2     IP Address: 10.0.1.9",Cnvr.Input.Off_Flt,8,,
,F137,G1a-3,,IP Address: 10.0.1.10,"Conveyor 3 (Bottom)
Should Not Be Running",The PLC is expecting the conveyor to be stopped but the VFD controller indicated that it is currently running.,Cnvr.Input.Off_Flt.8,"F137   Conveyor 3 (Bottom)
Should Not Be Running
Device G1a-3     IP Address: 10.0.1.10",Cnvr.Input.Off_Flt,9,,
,F138,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.9","RESERVED
Conveyor 3 Encoder",Cnvr.Input.Off_Flt.9,"F138   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.9",Cnvr.Input.Off_Flt,10,,
,F139,G1a-3,,IP Address: 10.0.1.10,"Conveyor 3 (Bottom) VFD
Communication Error","The PLC is reporting a communication error with the VFD controller. Check the following:
- Ensure the VFD is powered on and does not have any faults (F073 is ok)
- Ethernet connection between the VFD and PLC
- Check that there is no other devices on the network with the same IP address
- Power cycle the VFD controller.",Cnvr.Input.Off_Flt.10,"F139   Conveyor 3 (Bottom) VFD
Communication Error
Device G1a-3     IP Address: 10.0.1.10",Cnvr.Input.Off_Flt,11,,
,F140,G1a-3,,IP Address: 10.0.1.10,"Conveyor 3 (Bottom) VFD
Faulted",VFD is reporting a fault to the PLC. Open the Automation Enclosure and check the fault code on the VFD's display. Consult the VFD manufacturer's manual for more details regarding the fault code.,Cnvr.Input.Off_Flt.11,"F140   Conveyor 3 (Bottom) VFD
Faulted
Device G1a-3     IP Address: 10.0.1.10",Cnvr.Input.Off_Flt,12,,
,F141,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.12",,Cnvr.Input.Off_Flt.12,"F141   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.12",Cnvr.Input.Off_Flt,13,,
,F142,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.13",,Cnvr.Input.Off_Flt.13,"F142   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.13",Cnvr.Input.Off_Flt,14,,
,F143,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.14",,Cnvr.Input.Off_Flt.14,"F143   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.14",Cnvr.Input.Off_Flt,15,,
,F144,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.15",,Cnvr.Input.Off_Flt.15,"F144   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.15",Cnvr.Input.Off_Flt,16,,
,F145,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.16",,Cnvr.Input.Off_Flt.16,"F145   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.16",Cnvr.Input.Off_Flt,17,,
,F146,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.17",,Cnvr.Input.Off_Flt.17,"F146   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.17",Cnvr.Input.Off_Flt,18,,
,F147,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.18",,Cnvr.Input.Off_Flt.18,"F147   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.18",Cnvr.Input.Off_Flt,19,,
,F148,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.19",,Cnvr.Input.Off_Flt.19,"F148   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.19",Cnvr.Input.Off_Flt,20,,
,F149,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.20",,Cnvr.Input.Off_Flt.20,"F149   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.20",Cnvr.Input.Off_Flt,21,,
,F150,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.21",,Cnvr.Input.Off_Flt.21,"F150   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.21",Cnvr.Input.Off_Flt,22,,
,F151,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.22",,Cnvr.Input.Off_Flt.22,"F151   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.22",Cnvr.Input.Off_Flt,23,,
,F152,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.23",,Cnvr.Input.Off_Flt.23,"F152   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.23",Cnvr.Input.Off_Flt,24,,
,F153,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.24",,Cnvr.Input.Off_Flt.24,"F153   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.24",Cnvr.Input.Off_Flt,25,,
,F154,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.25",,Cnvr.Input.Off_Flt.25,"F154   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.25",Cnvr.Input.Off_Flt,26,,
,F155,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.26",,Cnvr.Input.Off_Flt.26,"F155   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.26",Cnvr.Input.Off_Flt,27,,
,F156,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.27",,Cnvr.Input.Off_Flt.27,"F156   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.27",Cnvr.Input.Off_Flt,28,,
,F157,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.28",,Cnvr.Input.Off_Flt.28,"F157   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.28",Cnvr.Input.Off_Flt,29,,
,F158,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.29",,Cnvr.Input.Off_Flt.29,"F158   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.29",Cnvr.Input.Off_Flt,30,,
,F159,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.30",,Cnvr.Input.Off_Flt.30,"F159   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.30",Cnvr.Input.Off_Flt,31,,
,F160,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.31",,Cnvr.Input.Off_Flt.31,"F160   Spare Fault Message
PLC Tag: Cnvr.Input.Off_Flt.31",Cnvr.Input.Off_Flt,32,,
,F161,G1a-1,,IP Address: 10.0.1.8,"Conveyor 1 (Top)
Should Be Running",The PLC is expecting the conveyor to be running but the VFD controller indicated that it is not currently running.,Cnvr.Input.On_Flt.0,"F161   Conveyor 1 (Top)
Should Be Running
Device G1a-1     IP Address: 10.0.1.8",Cnvr.Input.On_Flt,1,,
,F162,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.1",,Cnvr.Input.On_Flt.1,"F162   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.1",Cnvr.Input.On_Flt,2,,
,F163,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.2",,Cnvr.Input.On_Flt.2,"F163   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.2",Cnvr.Input.On_Flt,3,,
,F164,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.3",,Cnvr.Input.On_Flt.3,"F164   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.3",Cnvr.Input.On_Flt,4,,
,F165,G1a-2,,IP Address: 10.0.1.9,"Conveyor 2 (Middle)
Should Be Running",The PLC is expecting the conveyor to be running but the VFD controller indicated that it is not currently running.,Cnvr.Input.On_Flt.4,"F165   Conveyor 2 (Middle)
Should Be Running
Device G1a-2     IP Address: 10.0.1.9",Cnvr.Input.On_Flt,5,,
,F166,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.5",,Cnvr.Input.On_Flt.5,"F166   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.5",Cnvr.Input.On_Flt,6,,
,F167,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.6",,Cnvr.Input.On_Flt.6,"F167   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.6",Cnvr.Input.On_Flt,7,,
,F168,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.7",,Cnvr.Input.On_Flt.7,"F168   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.7",Cnvr.Input.On_Flt,8,,
,F169,G1a-3,,IP Address: 10.0.1.10,"Conveyor 3 (Bottom)
Should Be Running",The PLC is expecting the conveyor to be running but the VFD controller indicated that it is not currently running.,Cnvr.Input.On_Flt.8,"F169   Conveyor 3 (Bottom)
Should Be Running
Device G1a-3     IP Address: 10.0.1.10",Cnvr.Input.On_Flt,9,,
,F170,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.9",,Cnvr.Input.On_Flt.9,"F170   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.9",Cnvr.Input.On_Flt,10,,
,F171,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.10",,Cnvr.Input.On_Flt.10,"F171   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.10",Cnvr.Input.On_Flt,11,,
,F172,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.11",,Cnvr.Input.On_Flt.11,"F172   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.11",Cnvr.Input.On_Flt,12,,
,F173,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.12",,Cnvr.Input.On_Flt.12,"F173   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.12",Cnvr.Input.On_Flt,13,,
,F174,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.13",,Cnvr.Input.On_Flt.13,"F174   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.13",Cnvr.Input.On_Flt,14,,
,F175,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.14",,Cnvr.Input.On_Flt.14,"F175   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.14",Cnvr.Input.On_Flt,15,,
,F176,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.15",,Cnvr.Input.On_Flt.15,"F176   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.15",Cnvr.Input.On_Flt,16,,
,F177,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.16",,Cnvr.Input.On_Flt.16,"F177   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.16",Cnvr.Input.On_Flt,17,,
,F178,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.17",,Cnvr.Input.On_Flt.17,"F178   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.17",Cnvr.Input.On_Flt,18,,
,F179,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.18",,Cnvr.Input.On_Flt.18,"F179   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.18",Cnvr.Input.On_Flt,19,,
,F180,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.19",,Cnvr.Input.On_Flt.19,"F180   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.19",Cnvr.Input.On_Flt,20,,
,F181,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.20",,Cnvr.Input.On_Flt.20,"F181   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.20",Cnvr.Input.On_Flt,21,,
,F182,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.21",,Cnvr.Input.On_Flt.21,"F182   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.21",Cnvr.Input.On_Flt,22,,
,F183,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.22",,Cnvr.Input.On_Flt.22,"F183   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.22",Cnvr.Input.On_Flt,23,,
,F184,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.23",,Cnvr.Input.On_Flt.23,"F184   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.23",Cnvr.Input.On_Flt,24,,
,F185,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.24",,Cnvr.Input.On_Flt.24,"F185   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.24",Cnvr.Input.On_Flt,25,,
,F186,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.25",,Cnvr.Input.On_Flt.25,"F186   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.25",Cnvr.Input.On_Flt,26,,
,F187,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.26",,Cnvr.Input.On_Flt.26,"F187   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.26",Cnvr.Input.On_Flt,27,,
,F188,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.27",,Cnvr.Input.On_Flt.27,"F188   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.27",Cnvr.Input.On_Flt,28,,
,F189,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.28",,Cnvr.Input.On_Flt.28,"F189   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.28",Cnvr.Input.On_Flt,29,,
,F190,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.29",,Cnvr.Input.On_Flt.29,"F190   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.29",Cnvr.Input.On_Flt,30,,
,F191,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.30",,Cnvr.Input.On_Flt.30,"F191   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.30",Cnvr.Input.On_Flt,31,,
,F192,,,,"Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.31",,Cnvr.Input.On_Flt.31,"F192   Spare Fault Message
PLC Tag: Cnvr.Input.On_Flt.31",Cnvr.Input.On_Flt,32,,
"Cooling

Cooling Systems 
& Control",,,,,,,,   ,,,,
,F193,V1a-1,10348,,"Main Enclosure
Over Temperature","Enclosure temperature is above the specified threshold. Auto Mode will not be allowed until the temperature falls below the threshold.
Check the operation of all cooling fans and ensure enclosure doors are closed.",Cooling.Input.Off_Flt.0,"F193   Main Enclosure
Over Temperature
Device V1a-1     Wire # 10348",Cooling.Input.Off_Flt,1,,
,F194,V1a-1,10348,,"Main Enclosure
Under Temperature","Enclosure temperature is below the specified threshold. Auto Mode will not be allowed until the temperature rises above the threshold.
Check the operation of all cooling fans and ensure enclosure doors are closed.",Cooling.Input.Off_Flt.1,"F194   Main Enclosure
Under Temperature
Device V1a-1     Wire # 10348",Cooling.Input.Off_Flt,2,,
,F195,V1a-1,10378,,"Main Enclosure
Humidity Too High","Enclosure humidity is above the specified threshold. Auto Mode will not be allowed until the humidity falls below the threshold.
Check the operation of all cooling fans and ensure enclosure doors are closed.",Cooling.Input.Off_Flt.2,"F195   Main Enclosure
Humidity Too High
Device V1a-1     Wire # 10378",Cooling.Input.Off_Flt,3,,
,F196,V1a-1,10348,,"Main Enclosure
Temperature Sensor Fault",The analog I/O card is indicating a fault with the sensor or wiring. Please check the wiring and replace the sensor if required.,Cooling.Input.Off_Flt.3,"F196   Main Enclosure
Temperature Sensor Fault
Device V1a-1     Wire # 10348",Cooling.Input.Off_Flt,4,,
,F197,V1a-1,10378,,"Main Enclosure
Humidity Sensor Fault",The analog I/O card is indicating a fault with the sensor or wiring. Please check the wiring and replace the sensor if required.,Cooling.Input.Off_Flt.4,"F197   Main Enclosure
Humidity Sensor Fault
Device V1a-1     Wire # 10378",Cooling.Input.Off_Flt,5,,
,F198,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.5","Reserved 
Additional temperature/humidity sensor ",Cooling.Input.Off_Flt.5,"F198   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.5",Cooling.Input.Off_Flt,6,,
,F199,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.6","Reserved 
Additional temperature/humidity sensor ",Cooling.Input.Off_Flt.6,"F199   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.6",Cooling.Input.Off_Flt,7,,
,F200,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.7","Reserved 
Additional temperature/humidity sensor ",Cooling.Input.Off_Flt.7,"F200   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.7",Cooling.Input.Off_Flt,8,,
,F201,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.8","Reserved 
Additional temperature/humidity sensor ",Cooling.Input.Off_Flt.8,"F201   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.8",Cooling.Input.Off_Flt,9,,
,F202,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.9","Reserved 
Additional temperature/humidity sensor ",Cooling.Input.Off_Flt.9,"F202   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.9",Cooling.Input.Off_Flt,10,,
,F203,V1a-2,10418,,"DM 1 Enclosure
Over Temperature","Enclosure temperature is above the specified threshold. Auto Mode will not be allowed until the temperature falls below the threshold.
Check the operation of all cooling fans and ensure enclosure doors are closed.",Cooling.Input.Off_Flt.10,"F203   DM 1 Enclosure
Over Temperature
Device V1a-2     Wire # 10418",Cooling.Input.Off_Flt,11,,
